"CODI_LLOC_DE_TREBALL","LLOC_DE_TREBALL","UNITAT_ORGANICA","GRUP","NIVELL_DE_DESTI",PUNTUACIO_COMPLEMENT_ESPECIFIC,"ESCALA","SUBESCALA","CLASSE","CATEGORIA","TIPUS_DE_JORNADA","FORMA_DE_PROVISIO","SITUACIO_DEL_LLOC","CODI_ENS","NOM_ENS"
"9030","DIRECTOR/A D'ÀREA","ÀREA DE SOSTENIBILITAT I SERVEIS MUNICIPALS","A","00",,"DIRECTIU PROFESSIONAL",,,,"Jornada habitual","Lliure designació","Ocupat","818460009","Ajuntament de Rubí"
"1286","ZELADOR","SERVEI DE MOBILITAT I ACCESSIBILITAT","C2","13","20","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Auxiliars tècnics",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1285","ZELADOR","SERVEI DE SOSTENIBILITAT I MEDI","C2","13","20","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Auxiliars tècnics",,"Jornada Partida i Prolongació de Jornada","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"782","ZELADOR","UNITAT D'INSPECCIÓ I PROGRAMACIÓ","C2","16","42","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Auxiliars tècnics",,"Jornada Partida i Prolongació de Jornada","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1287","ZELADOR","UNITAT D'INSPECCIÓ I PROGRAMACIÓ","C2","13","20","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Auxiliars tècnics",,"Jornada Partida i Prolongació de Jornada","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"794","ZELADOR","UNITAT DE BRIGADA D'OBRES","C2","12","23","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Auxiliars tècnics",,"Jornada Flexible","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1385","ZELADOR ACTIV.","UNITAT DE LLICÈNCIES D'ACTIVITATS","C2","13","20","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Auxiliars tècnics",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1272","ZELADOR","UNITAT DE PROTECCIÓ CIVIL","C2","13","20","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Auxiliars tècnics",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1650","TEC. AUX. BIBLIOTECA","BIBLIOTECA I GESTIÓ DEL CONEIXAMENT","C1","14","22","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1651","TEC. AUX. BIBLIOTECA","BIBLIOTECA I GESTIÓ DEL CONEIXAMENT","C1","14","22","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1652","TEC. AUX. BIBLIOTECA","BIBLIOTECA I GESTIÓ DEL CONEIXAMENT","C1","14","22","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1653","TEC. AUX. BIBLIOTECA","BIBLIOTECA I GESTIÓ DEL CONEIXAMENT","C1","14","22","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1666","TEC. AUX.BIBLIOTECA","BIBLIOTECA I GESTIÓ DEL CONEIXAMENT","C1","14","22","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"864","TEC.AUX. BIBLIOTECA","BIBLIOTECA I GESTIÓ DEL CONEIXAMENT","C1","14","22","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1836","TÈCNIC/A AUXILIAR BIBLIOTECA","BIBLIOTECA I GESTIÓ DEL CONEIXAMENT","C1","14","22","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida","Concurs","Vacant","818460009","Ajuntament de Rubí"
"823","TÈCNIC AUXILIAR D'ESTUDIS.","GABINET D'ESTUDIS I ESTADÍSTICA","C1","16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"939","TEC. ESPORTS","SERVEI D'ESPORTS","C1","16","30","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"942","TEC. ESPORTS","SERVEI D'ESPORTS","C1","16","30","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1325","TEC. ESPORTS","SERVEI D'ESPORTS","C1","16","30","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida i Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1784","TEC. ESPORTS","SERVEI D'ESPORTS","C1","16","30","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Irregular","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1543","TÈCNIC AUXILIAR  TURISME","SERVEI D'OCUPACIÓ RUBÍ FORMA","C1","16","20","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida i Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"855","INF. SERV. ATENCIO PRIMARIA","SERVEIS SOCIALS","C1","15","26","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1509","INF. SERV. ATENCIO PRIMARIA","SERVEIS SOCIALS","C1","15","26","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1813","TÈCNIC AUXILIAR","UNITAT DE GESTIÓ DE RESIDUS","C1","14","26","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics especialistes",,"Jornada Partida i Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1932","TÈCNIC/A D'ALCALDIA I PROTOCOL","GABINET D'ALCALDIA I PROTOCOL","A2","22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1894","RESPONSABLE DE TRANSICIÓ DIGITAL","GERENCIA","A2","22","38","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,,"Concurs","Vacant","818460009","Ajuntament de Rubí"
"945","TEC. MIG PROM. ECONOMICA","SERVEI D'HABITATGE","A2","20","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1832","TÈCNIC/A D'IGUALTAT","SERVEI D'IGUALTAT","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1464","TÈCNIC MIG","SERVEI DE COOPERACIÓ I PRIMERA ACOLLIDA","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Partida i Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1840","CAP DE JOVENTUT","SERVEI DE JOVENTUT","A2","22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Irregular","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1217","GESTOR JOVENTUT","SERVEI DE JOVENTUT","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1844","ARQUITECTE/A TÈCNIC/A","SERVEI DE LLICÈNCIES I DISCIPLINA","A2","20","36","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1849","TÈCNIC/A MITJÀ/ANA PROJECCIÓ DE LA CIUTAT","SERVEI DE PROJECCIÓ DE LA CIUTAT","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Partida i Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1815","TÈCNIC MIG MUSEU","SERVEI DE PROMOCIÓ I DINAMITZACIÓ CULTURAL","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1848","TÈCNIC/A MITJÀ/ANA CULTURA","SERVEI DE PROMOCIÓ I DINAMITZACIÓ CULTURAL","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1837","CAP DE RELACIONS CIUTADANES I PROXIMITAT","SERVEI DE RELACIONS CIUTADANES I CIVISME","A2","22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,,"Concurs","Vacant","818460009","Ajuntament de Rubí"
"1215","GESTOR CULTURAL","SERVEI DE RELACIONS CIUTADANES I CIVISME","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1936","TÈCNIC/A DE RELACIONS CIUTADANES I PROXIMITAT I ENTITATS","SERVEI DE RELACIONS CIUTADANES I CIVISME","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"772","TEC. MIG SALUT PUBLICA","SERVEI DE SALUT PÚBLICA","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"853","TEC. MIG SALUT PUBLICA","SERVEI DE SALUT PÚBLICA","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1222","TÈCNIC SALUT PÚBLICA","SERVEI DE SALUT PÚBLICA","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada Partida","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"659","TEC. MIG PROM. ECONOMICA","SERVEIS A L'EMPRESA","A2","16","30","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"872","TEC. MIG PROTECCIO CIVIL","UNITAT DE PROTECCIÓ CIVIL","A2","24","36","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1918","TÈCNIC/A MEDI AMBIENT","UNITAT RUBÍ BRILLA","A2","22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1681","TÈCNIC PREVENCIÓ RISCOS LABORALS","ÀREA DE PERSONAL","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1847","TÈCNIC/A MITJÀ/ANA DE SELECCIÓ","ÀREA DE PERSONAL","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1895","GESTOR/A DE JOVENTUT","SERVEI DE JOVENTUT","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans","Gestor Joventut","Jornada Irregular","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1896","TÈCNIC/A DE MOBILITAT","SERVEI DE MOBILITAT I ACCESSIBILITAT","A2","16","32","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans","Tècnic Especialista En Mobilitat","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1858","ARQUITECTE/A TÈCNIC/A","SERVEI DE LLICÈNCIES I DISCIPLINA","A2","20","36","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans","Tècnic Mitjà","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1859","CAP DE PROJECCIÓ DE LA CIUTAT","SERVEI DE PROJECCIÓ DE LA CIUTAT","A2","22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics mitjans","Tècnic Mitjà","Jornada Irregular","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1845","CAP DE PROJECTES D'INVERSIÓ","SERVEI D'OBRA PÚBLICA","A1/A2","22/22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1781","CAP DE SERVEI DE MOBILITAT I ACCESSIBILITAT","SERVEI DE MOBILITAT I ACCESSIBILITAT","A1","26","54","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"857","CAP DE SERVEI DE PROMOCIÓ I DINAMITZACIÓ CULTURAL","SERVEI DE PROMOCIÓ I DINAMITZACIÓ CULTURAL","A1/A2","22/22","41","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors",,"Jornada Irregular","Lliure designació","Vacant","818460009","Ajuntament de Rubí"
"1930","TÈCNIC/A ECONOMISTA","SERVEIS D'HISENDA LOCAL I SERVEIS ECONÒMICS","A1","22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1846","TÈCNIC/A DE BENESTAR ANIMAL","UNITAT DE BENESTAR ANIMAL I TINENÇA RESPONSABLE","A1","20","33","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors",,"Jornada Partida","Concurs","Vacant","818460009","Ajuntament de Rubí"
"878","TÈCNIC GESTIO RESIDUS","UNITAT DE GESTIÓ DE RESIDUS","A1","22","39","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors",,"Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"1657","CAP DE L'ÀREA DE PERSONAL","ÀREA DE PERSONAL","A1","28","54","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors",,"Jornada habitual","Lliure designació","Ocupat","818460009","Ajuntament de Rubí"
"1933","COORDINADOR/A MANTENIMENT SERVEIS MUNICIPALS","ÀREA DE SOSTENIBILITAT I SERVEIS MUNICIPALS","A1/A2","26/26","54","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1856","CAP DEL SERVEI D'HABITATGE","SERVEI D'HABITATGE","A1","22","40","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors","Tècnic Superior","Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"1038","TÈCNIC DE MOBILITAT","SERVEI DE MOBILITAT I ACCESSIBILITAT","A1","26","46","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Comeses especials. Tècnics superiors","Tècnic Superior Mobilitat","Jornada habitual","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"697","ENCARREGAT MANTENIMENT","UNITAT DE BRIGADA D'OBRES","C1","16","30","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Personal d oficis",,"Jornada habitual","Concurs","Vacant","818460009","Ajuntament de Rubí"
"669","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"670","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"671","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"672","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"673","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"674","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"677","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"681","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"682","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"683","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"685","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"688","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"689","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"692","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"699","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"700","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"701","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"702","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
"703","AGENT","SERVEI DE SEGURETAT CIUTADANA","C1/C2","16/16","28","ESCALA D ADMINISTRACIO ESPECIAL","SUBESCALA SERVEIS ESPECIALS","Policia Local i Auxiliar","Agent","Torns","Concurs","Ocupat","818460009","Ajuntament de Rubí"
